time,coin,dir,px,sz,ntl,fee,closedPnl
9/30/2025 - 19:16:19,XPL,Open Long,1.014,100,101.4,0.04563,-0.04563
9/30/2025 - 19:16:48,XPL,Close Long,1.0108,100,101.08,0.045486,-0.365486
9/30/2025 - 19:17:14,XPL,Open Long,1.0131647567,30000,30394.942701,13.677718,-13.677718
9/30/2025 - 19:19:04,XPL,Close Long,1.0122135967,30000,30366.407901000002,13.66488,-42.17698
9/30/2025 - 19:20:03,XPL,Open Long,1.0114758165,50613,51193.8255005145,23.037219,-23.037219
9/30/2025 - 19:54:49,XPL,Close Long,1.052385478,50613,53264.386198014,23.968969,2046.6330560000001
9/30/2025 - 19:55:30,XPL,Open Short,1.0508,39408,41409.9264,6.211488,-6.211488
9/30/2025 - 19:55:31,XPL,Open Short,1.0508,318,334.1544,0.050123,-0.050123
9/30/2025 - 19:55:32,XPL,Open Short,1.0508,4613,4847.3404,0.7271,-0.7271
9/30/2025 - 20:10:58,XPL,Close Short,1.053,44339,46688.967,21.010035,-118.555835
9/30/2025 - 20:12:56,XPL,Open Short,1.0532,41,43.1812,0.006477,-0.006477
9/30/2025 - 20:13:24,XPL,Close Short,1.0471,41,42.931099999999994,0.019318,0.230782
9/30/2025 - 20:15:14,XPL,Open Short,1.042,374,389.708,0.058456,-0.058456
9/30/2025 - 20:15:16,XPL,Open Short,1.042,29,30.218,0.004532,-0.004532
9/30/2025 - 20:15:17,XPL,Open Short,1.042,9323,9714.566,1.457184,-1.457184
9/30/2025 - 20:15:18,XPL,Open Short,1.042,1282,1335.844,0.200376,-0.200376
9/30/2025 - 20:15:18,XPL,Open Short,1.042,49,51.058,0.007658,-0.007658
9/30/2025 - 20:15:18,XPL,Open Short,1.042,50,52.1,0.007814,-0.007814
9/30/2025 - 20:15:22,XPL,Open Short,1.042,14,14.588000000000001,0.002188,-0.002188
9/30/2025 - 20:15:22,XPL,Open Short,1.042,17,17.714000000000002,0.002657,-0.002657
9/30/2025 - 20:15:22,XPL,Open Short,1.042,115,119.83,0.017974,-0.017974
9/30/2025 - 20:15:23,XPL,Open Short,1.042,17,17.714000000000002,0.002657,-0.002657
9/30/2025 - 20:15:23,XPL,Open Short,1.042,549,572.058,0.085808,-0.085808
9/30/2025 - 20:15:24,XPL,Open Short,1.042,20,20.84,0.003125,-0.003125
9/30/2025 - 20:15:24,XPL,Open Short,1.042,1654,1723.468,0.258519,-0.258519
9/30/2025 - 20:15:24,XPL,Open Short,1.042,1039,1082.6380000000001,0.162394,-0.162394
9/30/2025 - 20:15:25,XPL,Open Short,1.042,1001,1043.0420000000001,0.156456,-0.156456
9/30/2025 - 20:15:25,XPL,Open Short,1.042,1621,1689.082,0.253362,-0.253362
9/30/2025 - 20:15:26,XPL,Open Short,1.042,7200,7502.400000000001,1.125352,-1.125352
9/30/2025 - 20:15:26,XPL,Open Short,1.042,1200,1250.4,0.187559,-0.187559
9/30/2025 - 20:15:26,XPL,Open Short,1.042,1600,1667.2,0.250075,-0.250075
9/30/2025 - 20:15:26,XPL,Open Short,1.042,1200,1250.4,0.187559,-0.187559
9/30/2025 - 20:15:27,XPL,Open Short,1.042,9435,9831.27,1.47469,-1.47469
9/30/2025 - 20:15:28,XPL,Open Short,1.042,15229,15868.618,2.380292,-2.380292
9/30/2025 - 20:15:28,XPL,Open Short,1.042,1711,1782.862,0.267429,-0.267429
9/30/2025 - 20:15:28,XPL,Open Short,1.042,4000,4168,0.6252,-0.6252
9/30/2025 - 20:15:29,XPL,Open Short,1.042,117,121.914,0.018287,-0.018287
9/30/2025 - 20:50:13,XPL,Close Short,1.0332000918,58846,60799.692602062794,27.359851,490.47954899999996
9/30/2025 - 20:51:21,XPL,Open Long,1.0321,732,755.4972,0.113324,-0.113324
9/30/2025 - 20:51:21,XPL,Open Long,1.0321,429,442.7709,0.066414,-0.066414
9/30/2025 - 20:51:21,XPL,Open Long,1.0321,21,21.6741,0.003251,-0.003251
9/30/2025 - 20:51:21,XPL,Open Long,1.0321,20,20.642,0.003096,-0.003096
9/30/2025 - 20:51:21,XPL,Open Long,1.0321,16,16.5136,0.002477,-0.002477
9/30/2025 - 20:51:22,XPL,Open Long,1.0321,36,37.1556,0.005573,-0.005573
9/30/2025 - 20:51:22,XPL,Open Long,1.0321,1398,1442.8758,0.216431,-0.216431
9/30/2025 - 20:51:22,XPL,Open Long,1.0321,1014,1046.5494,0.156982,-0.156982
9/30/2025 - 20:51:23,XPL,Open Long,1.0321,40,41.284,0.006192,-0.006192
9/30/2025 - 20:51:23,XPL,Open Long,1.0321,15712,16216.3552,2.432451,-2.432451
9/30/2025 - 20:51:23,XPL,Open Long,1.0321,18,18.5778,0.002786,-0.002786
9/30/2025 - 20:51:24,XPL,Open Long,1.0321,1464,1510.9944,0.226648,-0.226648
9/30/2025 - 20:51:24,XPL,Open Long,1.0321,366,377.7486,0.056662,-0.056662
9/30/2025 - 20:51:24,XPL,Open Long,1.0321,4012,4140.7852,0.621117,-0.621117
9/30/2025 - 20:51:25,XPL,Open Long,1.0321,57,58.8297,0.008824,-0.008824
9/30/2025 - 20:51:25,XPL,Open Long,1.0321,15,15.4815,0.002322,-0.002322
9/30/2025 - 20:51:26,XPL,Open Long,1.0321,15,15.4815,0.002322,-0.002322
9/30/2025 - 20:51:26,XPL,Open Long,1.0321,9701,10012.4021,1.501859,-1.501859
9/30/2025 - 20:51:27,XPL,Open Long,1.0321,3716,3835.2836,0.575291,-0.575291
9/30/2025 - 20:51:28,XPL,Open Long,1.0321,54,55.7334,0.00836,-0.00836
9/30/2025 - 20:51:28,XPL,Open Long,1.0321,1464,1510.9944,0.226648,-0.226648
9/30/2025 - 20:51:28,XPL,Open Long,1.0321,366,377.7486,0.056662,-0.056662
9/30/2025 - 20:51:28,XPL,Open Long,1.0321,106,109.4026,0.016409,-0.016409
9/30/2025 - 20:51:29,XPL,Open Long,1.0321,9690,10001.049,1.500156,-1.500156
9/30/2025 - 20:51:30,XPL,Open Long,1.0321,12,12.385200000000001,0.001857,-0.001857
9/30/2025 - 20:51:31,XPL,Open Long,1.0321,1309,1351.0189,0.202652,-0.202652
9/30/2025 - 20:51:32,XPL,Open Long,1.0321,966,997.0086,0.14955,-0.14955
9/30/2025 - 20:51:32,XPL,Open Long,1.0321,366,377.7486,0.056662,-0.056662
9/30/2025 - 20:51:33,XPL,Open Long,1.0321,34,35.0914,0.005263,-0.005263
9/30/2025 - 20:51:33,XPL,Open Long,1.0321,5697,5879.8737,0.881981,-0.881981
9/30/2025 - 20:51:36,XPL,Close Long,1.030469879,58846,60639.030499634,27.287561,-123.213661
9/30/2025 - 20:52:15,XPL,Open Long,1.0312434878,58145,59961.652598131004,26.982736,-26.982736
9/30/2025 - 21:03:09,XPL,Close Long,1.042069165,58145,60591.111598925,27.26598,602.2213849999999
9/30/2025 - 21:08:02,XPL,Open Long,1.0282,19451,19999.5182,2.999927,-2.999927
9/30/2025 - 21:08:02,XPL,Open Long,1.0282,4,4.1128,0.000616,-0.000616
9/30/2025 - 21:08:03,XPL,Open Long,1.0282,1,1.0282,0.000154,-0.000154
9/30/2025 - 21:08:04,XPL,Open Long,1.0282,45433,46714.2106,7.007131,-7.007131
9/30/2025 - 21:08:05,XPL,Close Long,1.0270261292,64889,66642.6984976588,29.989183,-106.160483
9/30/2025 - 21:09:06,XPL,Open Long,1.0218,3010,3075.618,0.461342,-0.461342
9/30/2025 - 21:09:06,XPL,Open Long,1.0218,98,100.13640000000001,0.01502,-0.01502
9/30/2025 - 21:09:09,XPL,Open Long,1.0218,227,231.9486,0.034792,-0.034792
9/30/2025 - 21:09:16,XPL,Open Long,1.0218,2856,2918.2608,0.437737,-0.437737
9/30/2025 - 21:09:16,XPL,Open Long,1.0218,3856,3940.0608,0.591009,-0.591009
9/30/2025 - 21:09:16,XPL,Open Long,1.0218,195,199.251,0.029887,-0.029887
9/30/2025 - 21:09:16,XPL,Open Long,1.0218,7010,7162.818,1.074422,-1.074422
9/30/2025 - 21:09:16,XPL,Open Long,1.0218,582,594.6876,0.089202,-0.089202
9/30/2025 - 21:09:16,XPL,Open Long,1.0218,24267,24796.0206,3.719403,-3.719403
9/30/2025 - 21:09:17,XPL,Open Long,1.0218,17954,18345.3972,2.751803,-2.751803
9/30/2025 - 21:09:18,XPL,Open Long,1.0218,4834,4939.3812,0.740907,-0.740907
9/30/2025 - 21:11:31,XPL,Close Long,1.0174114472,64889,66018.8113973608,29.708454,-314.477254
9/30/2025 - 21:12:34,XPL,Open Long,1.0175,26212,26670.710000000003,4.000606,-4.000606
9/30/2025 - 21:12:34,XPL,Open Long,1.0175,38677,39353.8475,5.903077,-5.903077
9/30/2025 - 21:31:14,XPL,Close Long,1.0367954599,64889,67276.6205974511,30.27446,1221.78864
9/30/2025 - 21:36:43,XPL,Open Short,1.0566,302,319.09319999999997,0.047863,-0.047863
9/30/2025 - 21:36:44,XPL,Open Short,1.0566,632,667.7712,0.100164,-0.100164
9/30/2025 - 21:36:45,XPL,Open Short,1.0566,4000,4226.4,0.63396,-0.63396
9/30/2025 - 21:36:46,XPL,Open Short,1.0566,39200,41418.72,6.212806,-6.212806
9/30/2025 - 21:36:47,XPL,Open Short,1.0566,11,11.6226,0.001743,-0.001743
9/30/2025 - 21:36:48,XPL,Open Short,1.0566,950,1003.77,0.150565,-0.150565
9/30/2025 - 21:36:48,XPL,Open Short,1.0566,4000,4226.4,0.63396,-0.63396
9/30/2025 - 21:36:49,XPL,Open Short,1.0566,391,413.1306,0.061969,-0.061969
9/30/2025 - 21:36:49,XPL,Open Short,1.0566,1000,1056.6,0.158488,-0.158488
9/30/2025 - 21:36:49,XPL,Open Short,1.0566,2366,2499.9156,0.374987,-0.374987
9/30/2025 - 21:36:50,XPL,Open Short,1.0566,2114,2233.6524,0.335047,-0.335047
9/30/2025 - 21:36:50,XPL,Open Short,1.0566,1887,1993.8042,0.29907,-0.29907
9/30/2025 - 21:37:11,XPL,Open Short,1.0566,1152,1217.2032,0.182578,-0.182578
9/30/2025 - 21:37:13,XPL,Open Short,1.0566,1758,1857.5028,0.278625,-0.278625
9/30/2025 - 21:37:13,XPL,Open Short,1.0566,316,333.8856,0.050082,-0.050082
9/30/2025 - 21:37:14,XPL,Open Short,1.0566,2144,2265.3504,0.339802,-0.339802
9/30/2025 - 21:37:17,XPL,Open Short,1.0566,11,11.6226,0.001743,-0.001743
9/30/2025 - 21:37:20,XPL,Open Short,1.0566,670,707.922,0.106188,-0.106188
9/30/2025 - 21:37:26,XPL,Open Short,1.0566,1648,1741.2767999999999,0.261191,-0.261191
9/30/2025 - 21:37:27,XPL,Open Short,1.0566,604,638.1863999999999,0.095727,-0.095727
9/30/2025 - 21:37:29,XPL,Open Short,1.0566,2366,2499.9156,0.374987,-0.374987
9/30/2025 - 21:37:30,XPL,Open Short,1.0566,41,43.3206,0.006497,-0.006497
9/30/2025 - 21:50:36,XPL,Open Short,1.0566,46372,48996.6552,7.349498,-7.349498
9/30/2025 - 21:50:38,XPL,Close Short,1.0578821319,113935,120529.8006980265,54.238389,-200.318089
9/30/2025 - 21:51:45,XPL,Open Short,1.0575,2000,2115,0.31725,-0.31725
9/30/2025 - 21:51:46,XPL,Open Short,1.0575,19,20.0925,0.003013,-0.003013
9/30/2025 - 21:51:46,XPL,Open Short,1.0575,27,28.552500000000002,0.004282,-0.004282
9/30/2025 - 21:51:47,XPL,Open Short,1.0575,11,11.6325,0.001744,-0.001744
9/30/2025 - 21:51:49,XPL,Open Short,1.0575,55025,58188.93750000001,8.72834,-8.72834
9/30/2025 - 21:54:05,XPL,Close Short,1.0464659788,57082,59734.3710018616,26.880464,602.9635360000001
9/30/2025 - 21:54:46,XPL,Open Long,1.0467,827,865.6209,0.129843,-0.129843
9/30/2025 - 21:54:48,XPL,Open Long,1.0467,3173,3321.1791,0.498176,-0.498176
9/30/2025 - 21:54:48,XPL,Open Long,1.0467,55833,58440.401099999995,8.76606,-8.76606
9/30/2025 - 21:57:45,XPL,Close Long,1.0397722327,59833,62212.691999139104,27.995706,-442.504806
9/30/2025 - 21:58:24,XPL,Open Long,1.0389,44,45.7116,0.006856,-0.006856
9/30/2025 - 21:58:28,XPL,Open Long,1.0389,54,56.1006,0.008415,-0.008415
9/30/2025 - 21:58:28,XPL,Open Long,1.0389,956,993.1883999999999,0.148978,-0.148978
9/30/2025 - 21:58:31,XPL,Open Long,1.0389,58779,61065.503099999994,9.159825,-9.159825
9/30/2025 - 22:00:15,XPL,Close Long,1.0314754333,59833,61716.2696006389,27.772307,-472.006407
9/30/2025 - 22:00:48,XPL,Open Long,1.0367,59833,62028.8711,9.30433,-9.30433
9/30/2025 - 22:01:16,XPL,Close Long,1.0323369328,59833,61767.8157002224,27.795504,-288.850904
9/30/2025 - 22:01:39,XPL,Open Short,1.0398,15,15.597000000000001,0.002339,-0.002339
9/30/2025 - 22:01:39,XPL,Open Short,1.0398,40000,41592,6.238799,-6.238799
9/30/2025 - 22:01:40,XPL,Open Short,1.0398,873,907.7454,0.136161,-0.136161
9/30/2025 - 22:01:41,XPL,Open Short,1.0398,455,473.10900000000004,0.070966,-0.070966
9/30/2025 - 22:01:43,XPL,Open Short,1.0398,29122,30281.055600000003,4.542157,-4.542157
9/30/2025 - 22:01:43,XPL,Open Short,1.0398,4718,4905.776400000001,0.735866,-0.735866
9/30/2025 - 22:02:19,XPL,Close Short,1.0395184483,75183,78154.1154985389,35.169348,-14.001448
9/30/2025 - 22:02:43,XPL,Open Long,1.0351,305,315.7055,0.047355,-0.047355
9/30/2025 - 22:02:43,XPL,Open Long,1.0351,29010,30028.250999999997,4.504237,-4.504237
9/30/2025 - 22:02:44,XPL,Open Long,1.0351,16,16.5616,0.002484,-0.002484
9/30/2025 - 22:03:03,XPL,Open Long,1.0351,1121,1160.3471,0.174052,-0.174052
9/30/2025 - 22:03:07,XPL,Open Long,1.0351,8538,8837.683799999999,1.325649,-1.325649
9/30/2025 - 22:03:07,XPL,Open Long,1.0351,36393,37670.3943,5.650553,-5.650553
9/30/2025 - 22:03:07,XPL,Open Long,1.0351,634,656.2533999999999,0.098437,-0.098437
9/30/2025 - 22:03:08,XPL,Open Long,1.0351,4822,4991.2522,0.748687,-0.748687
9/30/2025 - 22:03:08,XPL,Open Long,1.0351,11507,11910.8957,1.786634,-1.786634
9/30/2025 - 22:08:35,XPL,Open Long,1.0271,28,28.758799999999997,0.004313,-0.004313
9/30/2025 - 22:08:36,XPL,Open Long,1.0271,9814,10079.9594,1.511992,-1.511992
9/30/2025 - 22:08:36,XPL,Open Long,1.0271,7661,7868.6131,1.180291,-1.180291
9/30/2025 - 22:08:36,XPL,Open Long,1.0271,657,674.8046999999999,0.10122,-0.10122
9/30/2025 - 22:08:37,XPL,Open Long,1.0271,1677,1722.4466999999997,0.258367,-0.258367
9/30/2025 - 22:50:10,XPL,Close Long,1.0463579491,112183,117383.57380388529,52.822596,1368.866849
9/30/2025 - 22:52:47,XPL,Open Short,1.068,1000,1068,0.1602,-0.1602
9/30/2025 - 22:52:51,XPL,Open Short,1.068,72,76.896,0.011534,-0.011534
9/30/2025 - 22:52:51,XPL,Open Short,1.068,728,777.504,0.116625,-0.116625
9/30/2025 - 22:52:51,XPL,Open Short,1.068,4628,4942.704000000001,0.741405,-0.741405
9/30/2025 - 22:52:52,XPL,Open Short,1.068,7236,7728.048000000001,1.159204,-1.159204
9/30/2025 - 22:52:52,XPL,Open Short,1.068,2012,2148.8160000000003,0.322317,-0.322317
9/30/2025 - 22:52:52,XPL,Open Short,1.068,5150,5500.200000000001,0.825024,-0.825024
9/30/2025 - 22:52:52,XPL,Open Short,1.068,42640,45539.520000000004,6.830927,-6.830927
9/30/2025 - 22:52:53,XPL,Open Short,1.068,245,261.66,0.039249,-0.039249
9/30/2025 - 22:53:03,XPL,Close Short,1.0722979533,63711,68317.17490269631,30.742712,-304.569612
9/30/2025 - 22:53:52,XPL,Open Short,1.0753,543,583.8879,0.087582,-0.087582
9/30/2025 - 22:53:52,XPL,Open Short,1.0753,581,624.7493,0.093712,-0.093712
9/30/2025 - 22:53:52,XPL,Open Short,1.0753,280,301.084,0.045162,-0.045162
9/30/2025 - 22:53:53,XPL,Open Short,1.0753,80,86.024,0.012903,-0.012903
9/30/2025 - 22:53:53,XPL,Open Short,1.0753,293,315.06289999999996,0.047259,-0.047259
9/30/2025 - 22:53:53,XPL,Open Short,1.0753,279,300.0087,0.045001,-0.045001
9/30/2025 - 22:53:53,XPL,Open Short,1.0753,293,315.06289999999996,0.047259,-0.047259
9/30/2025 - 22:53:53,XPL,Open Short,1.0753,31,33.3343,0.005,-0.005
9/30/2025 - 22:53:54,XPL,Open Short,1.0753,12130,13043.389,1.956507,-1.956507
9/30/2025 - 22:53:54,XPL,Open Short,1.0753,49201,52905.8353,7.935871,-7.935871
9/30/2025 - 22:55:27,XPL,Open Short,1.0803,35307,38142.1521,5.721322,-5.721322
9/30/2025 - 22:58:30,XPL,Close Short,1.0726745097,99018,106214.08460147459,47.796326,388.62455
9/30/2025 - 23:05:53,XPL,Open Short,1.0695,140,149.73,0.022459,-0.022459
9/30/2025 - 23:06:08,XPL,Open Short,1.0695,461,493.0395,0.073955,-0.073955
9/30/2025 - 23:06:09,XPL,Open Short,1.0695,14,14.972999999999999,0.002245,-0.002245
9/30/2025 - 23:06:14,XPL,Open Short,1.0695,4526,4840.557,0.726083,-0.726083
9/30/2025 - 23:06:14,XPL,Open Short,1.0695,461,493.0395,0.073955,-0.073955
9/30/2025 - 23:06:15,XPL,Open Short,1.0695,7617,8146.3814999999995,1.22195,-1.22195
9/30/2025 - 23:06:15,XPL,Open Short,1.0695,951,1017.0944999999999,0.152564,-0.152564
9/30/2025 - 23:06:16,XPL,Open Short,1.0695,951,1017.0944999999999,0.152564,-0.152564
9/30/2025 - 23:06:16,XPL,Open Short,1.0695,581,621.3794999999999,0.093206,-0.093206
9/30/2025 - 23:06:16,XPL,Open Short,1.0695,461,493.0395,0.073955,-0.073955
9/30/2025 - 23:06:17,XPL,Open Short,1.0695,10,10.694999999999999,0.001604,-0.001604
9/30/2025 - 23:06:18,XPL,Open Short,1.0695,5794,6196.682999999999,0.929502,-0.929502
9/30/2025 - 23:06:18,XPL,Open Short,1.0695,1942,2076.9689999999996,0.311545,-0.311545
9/30/2025 - 23:06:18,XPL,Open Short,1.0695,26915,28785.5925,4.317836,-4.317836
9/30/2025 - 23:06:18,XPL,Open Short,1.0695,1014,1084.473,0.16267,-0.16267
9/30/2025 - 23:21:03,XPL,Close Short,1.0603091825,51838,54964.307402435,24.733935,451.69966500000004
9/30/2025 - 23:55:53,XPL,Open Long,1.0208,23303,23787.7024,3.568152,-3.568152
9/30/2025 - 23:55:53,XPL,Open Long,1.0208,4398,4489.4784,0.673421,-0.673421
9/30/2025 - 23:55:53,XPL,Open Long,1.0208,18088,18464.2304,2.769631,-2.769631
9/30/2025 - 23:55:53,XPL,Open Long,1.0208,5263,5372.470399999999,0.80587,-0.80587
9/30/2025 - 23:55:54,XPL,Close Long,1.0198960354,51052,52067.7323992408,23.430478,-69.577654
9/30/2025 - 23:56:08,XPL,Open Long,1.0208,124,126.57919999999999,0.018986,-0.018986
9/30/2025 - 23:56:08,XPL,Open Long,1.0208,50928,51987.30239999999,7.798095,-7.798095
10/1/2025 - 00:05:07,XPL,Open Long,1.0083,10270,10355.241,1.553286,-1.553286
